products,City,Demand
Alkaline water,Adelaide,8
Alkaline water,Albuquerque,5
Alkaline water,Albury-Wodonga,12
Alkaline water,Arlington,5
Alkaline water,Atlanta,5
Alkaline water,Austin,4
Alkaline water,Ballarat,17
Alkaline water,Baltimore,2
Alkaline water,Barrie,14
Alkaline water,Belfast,13
Alkaline water,Bendigo,19
Alkaline water,Berlin,8
Alkaline water,Bielefeld,17
Alkaline water,Birmingham,6
Alkaline water,Bochum,10
Alkaline water,Bonn,11
Alkaline water,Boston,45
Alkaline water,Bremen,16
Alkaline water,Brighton,8
Alkaline water,Brisbane,17
Alkaline water,Bristol,12
Alkaline water,Cairns,9
Alkaline water,Calgary,16
Alkaline water,Canberra,14
Alkaline water,Cardiff,14
Alkaline water,Charlotte,4
Alkaline water,Chicago,1007
Alkaline water,Cleveland,7
Alkaline water,Cologne,9
Alkaline water,Colorado Springs,3
Alkaline water,Columbus,6
Alkaline water,Dallas,6
Alkaline water,Darwin,16
Alkaline water,Denver,5
Alkaline water,Detroit,1
Alkaline water,Dortmund,8
Alkaline water,Dresden,9
Alkaline water,Duisburg,9
Alkaline water,Düsseldorf,15
Alkaline water,Edinburgh,14
Alkaline water,Edmonton,16
Alkaline water,El Paso,3
Alkaline water,Essen,8
Alkaline water,Fort Worth,29
Alkaline water,Frankfurt,52
Alkaline water,Fresno,2
Alkaline water,Geelong,10
Alkaline water,Glasgow,18
Alkaline water,Gold Coast,16
Alkaline water,Halifax,11
Alkaline water,Hamburg,6
Alkaline water,Hamilton,15
Alkaline water,Hanover,14
Alkaline water,Hobart,15
Alkaline water,Houston,7
Alkaline water,Hull,11
Alkaline water,Indianapolis,8
Alkaline water,Jacksonville,8
Alkaline water,Kansas City,6
Alkaline water,Kelowna,10
Alkaline water,Kitchener,12
Alkaline water,Launceston,11
Alkaline water,Leeds,8
Alkaline water,Leicester,11
Alkaline water,Leipzig,13
Alkaline water,Liverpool,7
Alkaline water,London,18
Alkaline water,Long Beach,4
Alkaline water,Los Angeles,7
Alkaline water,Louisville,6
Alkaline water,Mackay,9
Alkaline water,Manchester,8
Alkaline water,Melbourne,17
Alkaline water,Memphis,6
Alkaline water,Mesa,6
Alkaline water,Miami,2
Alkaline water,Milwaukee,3
Alkaline water,Minneapolis,4
Alkaline water,Montreal,16
Alkaline water,Munich,9
Alkaline water,Münster,15
Alkaline water,Nashville,2
Alkaline water,New Orleans,10
Alkaline water,New York,23
Alkaline water,Newcastle,15
Alkaline water,Newcastle upon Tyne,13
Alkaline water,Nottingham,18
Alkaline water,Nuremberg,17
Alkaline water,Oakland,9
Alkaline water,Oklahoma City,6
Alkaline water,Omaha,5
Alkaline water,Oshawa,16
Alkaline water,Ottawa,14
Alkaline water,Oxford,14
Alkaline water,Perth,13
Alkaline water,Philadelphia,2
Alkaline water,Phoenix,4
Alkaline water,Plymouth,13
Alkaline water,Portland,7
Alkaline water,Portsmouth,81
Alkaline water,Quebec City,11
Alkaline water,Raleigh,4
Alkaline water,Regina,13
Alkaline water,Sacramento,3
Alkaline water,San Antonio,6
Alkaline water,San Diego,2
Alkaline water,San Francisco,40
Alkaline water,San Jose,4
Alkaline water,Saskatoon,12
Alkaline water,Seattle,2
Alkaline water,Sheffield,9
Alkaline water,Southampton,18
Alkaline water,St. John's,14
Alkaline water,Stuttgart,5
Alkaline water,Sydney,11
Alkaline water,Toowoomba,9
Alkaline water,Toronto,10
Alkaline water,Townsville,11
Alkaline water,Tucson,8
Alkaline water,Tulsa,6
Alkaline water,Vancouver,12
Alkaline water,Victoria,12
Alkaline water,Virginia Beach,3
Alkaline water,Washington,6
Alkaline water,Wichita,4
Alkaline water,Windsor,14
Alkaline water,Winnipeg,8
Alkaline water,Wollongong,12
Alkaline water,Wuppertal,14
Amazon Fire Tablet,Adelaide,12
Amazon Fire Tablet,Albuquerque,4
Amazon Fire Tablet,Albury-Wodonga,8
Amazon Fire Tablet,Arlington,3
Amazon Fire Tablet,Atlanta,4
Amazon Fire Tablet,Austin,3
Amazon Fire Tablet,Ballarat,12
Amazon Fire Tablet,Baltimore,4
Amazon Fire Tablet,Barrie,7
Amazon Fire Tablet,Belfast,6
Amazon Fire Tablet,Bendigo,7
Amazon Fire Tablet,Berlin,9
Amazon Fire Tablet,Bielefeld,15
Amazon Fire Tablet,Birmingham,9
Amazon Fire Tablet,Bochum,4
Amazon Fire Tablet,Bonn,4
Amazon Fire Tablet,Boston,38
Amazon Fire Tablet,Bremen,6
Amazon Fire Tablet,Brighton,12
Amazon Fire Tablet,Brisbane,12
Amazon Fire Tablet,Bristol,9
Amazon Fire Tablet,Cairns,10
Amazon Fire Tablet,Calgary,16
Amazon Fire Tablet,Canberra,11
Amazon Fire Tablet,Cardiff,17
Amazon Fire Tablet,Charlotte,6
Amazon Fire Tablet,Chicago,48
Amazon Fire Tablet,Cleveland,3
Amazon Fire Tablet,Cologne,10
Amazon Fire Tablet,Colorado Springs,1
Amazon Fire Tablet,Columbus,3
Amazon Fire Tablet,Dallas,4
Amazon Fire Tablet,Darwin,6
Amazon Fire Tablet,Denver,2
Amazon Fire Tablet,Detroit,4
Amazon Fire Tablet,Dortmund,8
Amazon Fire Tablet,Dresden,12
Amazon Fire Tablet,Duisburg,6
Amazon Fire Tablet,Düsseldorf,5
Amazon Fire Tablet,Edinburgh,10
Amazon Fire Tablet,Edmonton,12
Amazon Fire Tablet,El Paso,2
Amazon Fire Tablet,Essen,5
Amazon Fire Tablet,Fort Worth,16
Amazon Fire Tablet,Frankfurt,42
Amazon Fire Tablet,Fresno,4
Amazon Fire Tablet,Geelong,9
Amazon Fire Tablet,Glasgow,7
Amazon Fire Tablet,Gold Coast,11
Amazon Fire Tablet,Halifax,5
Amazon Fire Tablet,Hamburg,9
Amazon Fire Tablet,Hamilton,17
Amazon Fire Tablet,Hanover,11
Amazon Fire Tablet,Hobart,6
Amazon Fire Tablet,Houston,4
Amazon Fire Tablet,Hull,6
Amazon Fire Tablet,Indianapolis,6
Amazon Fire Tablet,Jacksonville,5
Amazon Fire Tablet,Kansas City,2
Amazon Fire Tablet,Kelowna,11
Amazon Fire Tablet,Kitchener,6
Amazon Fire Tablet,Las Vegas,1
Amazon Fire Tablet,Launceston,9
Amazon Fire Tablet,Leeds,9
Amazon Fire Tablet,Leicester,9
Amazon Fire Tablet,Leipzig,10
Amazon Fire Tablet,Liverpool,13
Amazon Fire Tablet,London,24
Amazon Fire Tablet,Long Beach,2
Amazon Fire Tablet,Los Angeles,3
Amazon Fire Tablet,Louisville,5
Amazon Fire Tablet,Mackay,8
Amazon Fire Tablet,Manchester,15
Amazon Fire Tablet,Melbourne,10
Amazon Fire Tablet,Memphis,4
Amazon Fire Tablet,Mesa,7
Amazon Fire Tablet,Miami,2
Amazon Fire Tablet,Milwaukee,6
Amazon Fire Tablet,Minneapolis,5
Amazon Fire Tablet,Montreal,6
Amazon Fire Tablet,Munich,11
Amazon Fire Tablet,Münster,3
Amazon Fire Tablet,Nashville,3
Amazon Fire Tablet,New Orleans,4
Amazon Fire Tablet,New York,14
Amazon Fire Tablet,Newcastle,12
Amazon Fire Tablet,Newcastle upon Tyne,15
Amazon Fire Tablet,Nottingham,7
Amazon Fire Tablet,Nuremberg,13
Amazon Fire Tablet,Oakland,4
Amazon Fire Tablet,Oklahoma City,1
Amazon Fire Tablet,Omaha,5
Amazon Fire Tablet,Oshawa,7
Amazon Fire Tablet,Ottawa,11
Amazon Fire Tablet,Oxford,13
Amazon Fire Tablet,Perth,9
Amazon Fire Tablet,Philadelphia,3
Amazon Fire Tablet,Plymouth,8
Amazon Fire Tablet,Portland,3
Amazon Fire Tablet,Portsmouth,74
Amazon Fire Tablet,Quebec City,13
Amazon Fire Tablet,Raleigh,3
Amazon Fire Tablet,Regina,11
Amazon Fire Tablet,Sacramento,1
Amazon Fire Tablet,San Antonio,3
Amazon Fire Tablet,San Diego,2
Amazon Fire Tablet,San Francisco,56
Amazon Fire Tablet,San Jose,4
Amazon Fire Tablet,Saskatoon,4
Amazon Fire Tablet,Seattle,4
Amazon Fire Tablet,Sheffield,5
Amazon Fire Tablet,Southampton,12
Amazon Fire Tablet,St. John's,5
Amazon Fire Tablet,Stuttgart,7
Amazon Fire Tablet,Sydney,9
Amazon Fire Tablet,Toowoomba,10
Amazon Fire Tablet,Toronto,8
Amazon Fire Tablet,Townsville,10
Amazon Fire Tablet,Tucson,3
Amazon Fire Tablet,Tulsa,3
Amazon Fire Tablet,Vancouver,8
Amazon Fire Tablet,Victoria,9
Amazon Fire Tablet,Virginia Beach,4
Amazon Fire Tablet,Washington,5
Amazon Fire Tablet,Wichita,2
Amazon Fire Tablet,Windsor,8
Amazon Fire Tablet,Winnipeg,11
Amazon Fire Tablet,Wollongong,7
Amazon Fire Tablet,Wuppertal,3
Americano,Adelaide,4
Americano,Albury-Wodonga,7
Americano,Arlington,2
Americano,Atlanta,2
Americano,Austin,3
Americano,Ballarat,4
Americano,Baltimore,1
Americano,Barrie,3
Americano,Belfast,5
Americano,Bendigo,3
Americano,Berlin,5
Americano,Bielefeld,6
Americano,Birmingham,9
Americano,Bochum,12
Americano,Bonn,4
Americano,Boston,15
Americano,Bremen,2
Americano,Brighton,4
Americano,Brisbane,2
Americano,Bristol,5
Americano,Cairns,5
Americano,Calgary,1
Americano,Canberra,6
Americano,Cardiff,2
Americano,Charlotte,1
Americano,Chicago,29
Americano,Cologne,6
Americano,Colorado Springs,1
Americano,Columbus,2
Americano,Dallas,2
Americano,Darwin,5
Americano,Denver,3
Americano,Detroit,1
Americano,Dortmund,4
Americano,Dresden,1
Americano,Duisburg,4
Americano,Düsseldorf,2
Americano,Edinburgh,6
Americano,Edmonton,5
Americano,El Paso,1
Americano,Essen,3
Americano,Fort Worth,9
Americano,Frankfurt,27
Americano,Fresno,1
Americano,Geelong,3
Americano,Glasgow,2
Americano,Gold Coast,3
Americano,Halifax,12
Americano,Hamburg,7
Americano,Hamilton,3
Americano,Hanover,3
Americano,Hobart,4
Americano,Houston,5
Americano,Hull,2
Americano,Indianapolis,1
Americano,Jacksonville,1
Americano,Kansas City,2
Americano,Kelowna,5
Americano,Kitchener,7
Americano,Launceston,6
Americano,Leeds,5
Americano,Leicester,3
Americano,Leipzig,4
Americano,Liverpool,3
Americano,London,10
Americano,Long Beach,1
Americano,Los Angeles,4
Americano,Mackay,5
Americano,Manchester,6
Americano,Melbourne,9
Americano,Memphis,4
Americano,Mesa,1
Americano,Milwaukee,2
Americano,Minneapolis,2
Americano,Montreal,6
Americano,Munich,5
Americano,Münster,1
Americano,New Orleans,4
Americano,New York,6
Americano,Newcastle,8
Americano,Newcastle upon Tyne,2
Americano,Nottingham,3
Americano,Nuremberg,2
Americano,Oakland,1
Americano,Oklahoma City,1
Americano,Omaha,3
Americano,Oshawa,3
Americano,Ottawa,4
Americano,Oxford,1
Americano,Perth,1
Americano,Philadelphia,2
Americano,Phoenix,2
Americano,Plymouth,5
Americano,Portland,2
Americano,Portsmouth,40
Americano,Quebec City,6
Americano,Raleigh,3
Americano,Regina,5
Americano,Sacramento,1
Americano,San Antonio,1
Americano,San Diego,4
Americano,San Francisco,24
Americano,San Jose,3
Americano,Saskatoon,8
Americano,Seattle,1
Americano,Sheffield,3
Americano,Southampton,2
Americano,St. John's,6
Americano,Stuttgart,6
Americano,Sydney,4
Americano,Toowoomba,5
Americano,Toronto,7
Americano,Townsville,4
Americano,Tucson,2
Americano,Tulsa,1
Americano,Vancouver,3
Americano,Victoria,3
Americano,Virginia Beach,2
Americano,Washington,1
Americano,Wichita,2
Americano,Windsor,7
Americano,Winnipeg,7
Americano,Wollongong,5
Americano,Wuppertal,5
Android TV,Adelaide,9
Android TV,Albuquerque,1
Android TV,Albury-Wodonga,9
Android TV,Arlington,5
Android TV,Atlanta,2
Android TV,Austin,4
Android TV,Ballarat,14
Android TV,Baltimore,5
Android TV,Barrie,7
Android TV,Belfast,12
Android TV,Bendigo,10
Android TV,Berlin,9
Android TV,Bielefeld,7
Android TV,Birmingham,12
Android TV,Bochum,6
Android TV,Bonn,11
Android TV,Boston,30
Android TV,Bremen,10
Android TV,Brighton,7
Android TV,Brisbane,7
Android TV,Bristol,4
Android TV,Cairns,9
Android TV,Calgary,11
Android TV,Canberra,7
Android TV,Cardiff,7
Android TV,Charlotte,7
Android TV,Chicago,58
Android TV,Cleveland,4
Android TV,Cologne,10
Android TV,Colorado Springs,3
Android TV,Columbus,2
Android TV,Dallas,2
Android TV,Darwin,6
Android TV,Denver,5
Android TV,Detroit,3
Android TV,Dortmund,9
Android TV,Dresden,9
Android TV,Duisburg,11
Android TV,Düsseldorf,11
Android TV,Edinburgh,13
Android TV,Edmonton,10
Android TV,El Paso,4
Android TV,Essen,9
Android TV,Fort Worth,31
Android TV,Frankfurt,52
Android TV,Fresno,5
Android TV,Geelong,14
Android TV,Glasgow,7
Android TV,Gold Coast,12
Android TV,Halifax,11
Android TV,Hamburg,7
Android TV,Hamilton,15
Android TV,Hanover,10
Android TV,Hobart,10
Android TV,Houston,5
Android TV,Hull,7
Android TV,Jacksonville,3
Android TV,Kansas City,3
Android TV,Kelowna,6
Android TV,Kitchener,3
Android TV,Las Vegas,3
Android TV,Launceston,4
Android TV,Leeds,4
Android TV,Leicester,9
Android TV,Leipzig,11
Android TV,Liverpool,7
Android TV,London,16
Android TV,Long Beach,4
Android TV,Los Angeles,6
Android TV,Louisville,6
Android TV,Mackay,8
Android TV,Manchester,11
Android TV,Melbourne,9
Android TV,Memphis,4
Android TV,Mesa,6
Android TV,Miami,5
Android TV,Milwaukee,4
Android TV,Minneapolis,2
Android TV,Montreal,5
Android TV,Munich,3
Android TV,Münster,9
Android TV,Nashville,3
Android TV,New Orleans,7
Android TV,New York,18
Android TV,Newcastle,9
Android TV,Newcastle upon Tyne,7
Android TV,Nottingham,9
Android TV,Nuremberg,5
Android TV,Oakland,5
Android TV,Oklahoma City,4
Android TV,Omaha,8
Android TV,Oshawa,13
Android TV,Ottawa,11
Android TV,Oxford,8
Android TV,Perth,6
Android TV,Philadelphia,5
Android TV,Phoenix,5
Android TV,Plymouth,9
Android TV,Portland,8
Android TV,Portsmouth,76
Android TV,Quebec City,7
Android TV,Raleigh,2
Android TV,Regina,10
Android TV,Sacramento,4
Android TV,San Antonio,3
Android TV,San Diego,4
Android TV,San Francisco,53
Android TV,San Jose,6
Android TV,Saskatoon,12
Android TV,Seattle,7
Android TV,Sheffield,7
Android TV,Southampton,16
Android TV,St. John's,10
Android TV,Stuttgart,9
Android TV,Sydney,8
Android TV,Toowoomba,7
Android TV,Toronto,6
Android TV,Townsville,13
Android TV,Tucson,3
Android TV,Tulsa,3
Android TV,Vancouver,11
Android TV,Victoria,10
Android TV,Virginia Beach,2
Android TV,Washington,4
Android TV,Wichita,1
Android TV,Windsor,9
Android TV,Winnipeg,10
Android TV,Wollongong,7
Android TV,Wuppertal,12
Anthologies,Adelaide,8
Anthologies,Albury-Wodonga,7
Anthologies,Arlington,3
Anthologies,Atlanta,3
Anthologies,Austin,1
Anthologies,Ballarat,5
Anthologies,Baltimore,1
Anthologies,Barrie,3
Anthologies,Belfast,3
Anthologies,Bendigo,7
Anthologies,Berlin,1
Anthologies,Bielefeld,7
Anthologies,Birmingham,4
Anthologies,Bochum,4
Anthologies,Bonn,6
Anthologies,Boston,15
Anthologies,Bremen,2
Anthologies,Brighton,3
Anthologies,Brisbane,4
Anthologies,Bristol,4
Anthologies,Cairns,4
Anthologies,Calgary,5
Anthologies,Canberra,8
Anthologies,Cardiff,3
Anthologies,Charlotte,1
Anthologies,Chicago,37
Anthologies,Cologne,2
Anthologies,Colorado Springs,3
Anthologies,Columbus,1
Anthologies,Dallas,1
Anthologies,Darwin,8
Anthologies,Dortmund,3
Anthologies,Dresden,7
Anthologies,Duisburg,4
Anthologies,Düsseldorf,8
Anthologies,Edinburgh,3
Anthologies,Edmonton,5
Anthologies,El Paso,3
Anthologies,Essen,3
Anthologies,Fort Worth,11
Anthologies,Frankfurt,28
Anthologies,Fresno,2
Anthologies,Geelong,2
Anthologies,Glasgow,3
Anthologies,Gold Coast,11
Anthologies,Halifax,4
Anthologies,Hamburg,4
Anthologies,Hamilton,4
Anthologies,Hanover,5
Anthologies,Hobart,3
Anthologies,Houston,2
Anthologies,Hull,4
Anthologies,Indianapolis,4
Anthologies,Kelowna,4
Anthologies,Kitchener,2
Anthologies,Las Vegas,2
Anthologies,Launceston,4
Anthologies,Leeds,7
Anthologies,Leicester,6
Anthologies,Leipzig,8
Anthologies,Liverpool,9
Anthologies,London,9
Anthologies,Long Beach,2
Anthologies,Los Angeles,4
Anthologies,Louisville,2
Anthologies,Mackay,5
Anthologies,Manchester,5
Anthologies,Melbourne,4
Anthologies,Memphis,2
Anthologies,Mesa,1
Anthologies,Miami,1
Anthologies,Milwaukee,1
Anthologies,Minneapolis,3
Anthologies,Montreal,4
Anthologies,Munich,7
Anthologies,Münster,6
Anthologies,Nashville,2
Anthologies,New Orleans,2
Anthologies,New York,8
Anthologies,Newcastle,5
Anthologies,Newcastle upon Tyne,6
Anthologies,Nottingham,1
Anthologies,Nuremberg,1
Anthologies,Oakland,1
Anthologies,Oklahoma City,4
Anthologies,Omaha,1
Anthologies,Oshawa,6
Anthologies,Ottawa,5
Anthologies,Oxford,3
Anthologies,Perth,4
Anthologies,Philadelphia,3
Anthologies,Phoenix,2
Anthologies,Plymouth,1
Anthologies,Portland,4
Anthologies,Portsmouth,46
Anthologies,Quebec City,3
Anthologies,Raleigh,1
Anthologies,Regina,5
Anthologies,Sacramento,1
Anthologies,San Diego,1
Anthologies,San Francisco,18
Anthologies,San Jose,2
Anthologies,Saskatoon,7
Anthologies,Seattle,1
Anthologies,Sheffield,6
Anthologies,Southampton,8
Anthologies,St. John's,3
Anthologies,Stuttgart,1
Anthologies,Sydney,7
Anthologies,Toowoomba,3
Anthologies,Toronto,4
Anthologies,Townsville,4
Anthologies,Tulsa,1
Anthologies,Vancouver,5
Anthologies,Victoria,7
Anthologies,Washington,3
Anthologies,Wichita,1
Anthologies,Windsor,3
Anthologies,Winnipeg,8
Anthologies,Wollongong,2
Anthologies,Wuppertal,4
Apple juice,Adelaide,6
Apple juice,Albuquerque,6
Apple juice,Albury-Wodonga,4
Apple juice,Arlington,3
Apple juice,Atlanta,2
Apple juice,Austin,6
Apple juice,Ballarat,9
Apple juice,Baltimore,5
Apple juice,Barrie,9
Apple juice,Belfast,8
Apple juice,Bendigo,5
Apple juice,Berlin,15
Apple juice,Bielefeld,9
Apple juice,Birmingham,7
Apple juice,Bochum,7
Apple juice,Bonn,9
Apple juice,Boston,33
Apple juice,Bremen,10
Apple juice,Brighton,10
Apple juice,Brisbane,9
Apple juice,Bristol,8
Apple juice,Cairns,9
Apple juice,Calgary,4
Apple juice,Canberra,6
Apple juice,Cardiff,10
Apple juice,Charlotte,3
Apple juice,Chicago,63
Apple juice,Cleveland,3
Apple juice,Cologne,15
Apple juice,Colorado Springs,7
Apple juice,Columbus,3
Apple juice,Dallas,3
Apple juice,Darwin,10
Apple juice,Denver,3
Apple juice,Detroit,4
Apple juice,Dortmund,11
Apple juice,Dresden,15
Apple juice,Duisburg,13
Apple juice,Düsseldorf,11
Apple juice,Edinburgh,9
Apple juice,Edmonton,13
Apple juice,El Paso,1
Apple juice,Essen,11
Apple juice,Fort Worth,14
Apple juice,Frankfurt,49
Apple juice,Fresno,5
Apple juice,Geelong,14
Apple juice,Glasgow,4
Apple juice,Gold Coast,8
Apple juice,Halifax,8
Apple juice,Hamburg,11
Apple juice,Hamilton,11
Apple juice,Hanover,12
Apple juice,Hobart,7
Apple juice,Houston,5
Apple juice,Hull,14
Apple juice,Indianapolis,2
Apple juice,Jacksonville,5
Apple juice,Kansas City,6
Apple juice,Kelowna,14
Apple juice,Kitchener,10
Apple juice,Las Vegas,5
Apple juice,Launceston,13
Apple juice,Leeds,14
Apple juice,Leicester,9
Apple juice,Leipzig,6
Apple juice,Liverpool,8
Apple juice,London,25
Apple juice,Long Beach,5
Apple juice,Los Angeles,2
Apple juice,Louisville,8
Apple juice,Mackay,13
Apple juice,Manchester,14
Apple juice,Melbourne,13
Apple juice,Memphis,2
Apple juice,Mesa,4
Apple juice,Miami,4
Apple juice,Milwaukee,4
Apple juice,Minneapolis,2
Apple juice,Montreal,8
Apple juice,Munich,13
Apple juice,Münster,5
Apple juice,Nashville,8
Apple juice,New Orleans,1
Apple juice,New York,21
Apple juice,Newcastle,13
Apple juice,Newcastle upon Tyne,12
Apple juice,Nottingham,9
Apple juice,Nuremberg,13
Apple juice,Oakland,4
Apple juice,Oklahoma City,7
Apple juice,Omaha,3
Apple juice,Oshawa,8
Apple juice,Ottawa,7
Apple juice,Oxford,11
Apple juice,Perth,8
Apple juice,Philadelphia,3
Apple juice,Phoenix,4
Apple juice,Plymouth,16
Apple juice,Portland,5
Apple juice,Portsmouth,76
Apple juice,Quebec City,8
Apple juice,Raleigh,3
Apple juice,Regina,7
Apple juice,Sacramento,7
Apple juice,San Antonio,5
Apple juice,San Diego,5
Apple juice,San Francisco,47
Apple juice,San Jose,3
Apple juice,Saskatoon,7
Apple juice,Seattle,2
Apple juice,Sheffield,6
Apple juice,Southampton,6
Apple juice,St. John's,13
Apple juice,Stuttgart,7
Apple juice,Sydney,10
Apple juice,Toowoomba,10
Apple juice,Toronto,7
Apple juice,Townsville,8
Apple juice,Tucson,3
Apple juice,Tulsa,7
Apple juice,Vancouver,11
Apple juice,Victoria,8
Apple juice,Virginia Beach,3
Apple juice,Washington,2
Apple juice,Wichita,4
Apple juice,Windsor,6
Apple juice,Winnipeg,11
Apple juice,Wollongong,6
Apple juice,Wuppertal,9
Art supplies,Adelaide,6
Art supplies,Albuquerque,3
Art supplies,Albury-Wodonga,3
Art supplies,Arlington,1
Art supplies,Atlanta,3
Art supplies,Ballarat,4
Art supplies,Baltimore,1
Art supplies,Barrie,2
Art supplies,Belfast,3
Art supplies,Bendigo,6
Art supplies,Berlin,3
Art supplies,Bielefeld,2
Art supplies,Birmingham,4
Art supplies,Bochum,7
Art supplies,Bonn,6
Art supplies,Boston,16
Art supplies,Bremen,4
Art supplies,Brighton,8
Art supplies,Brisbane,1
Art supplies,Bristol,2
Art supplies,Cairns,6
Art supplies,Calgary,7
Art supplies,Canberra,1
Art supplies,Cardiff,9
Art supplies,Charlotte,2
Art supplies,Chicago,26
Art supplies,Cologne,5
Art supplies,Colorado Springs,5
Art supplies,Columbus,1
Art supplies,Darwin,4
Art supplies,Detroit,3
Art supplies,Dortmund,4
Art supplies,Dresden,2
Art supplies,Duisburg,4
Art supplies,Düsseldorf,11
Art supplies,Edinburgh,4
Art supplies,Edmonton,2
Art supplies,El Paso,3
Art supplies,Essen,3
Art supplies,Fort Worth,11
Art supplies,Frankfurt,25
Art supplies,Fresno,1
Art supplies,Geelong,4
Art supplies,Glasgow,5
Art supplies,Gold Coast,8
Art supplies,Halifax,7
Art supplies,Hamburg,4
Art supplies,Hamilton,3
Art supplies,Hanover,7
Art supplies,Hobart,5
Art supplies,Houston,2
Art supplies,Hull,7
Art supplies,Indianapolis,1
Art supplies,Jacksonville,2
Art supplies,Kansas City,5
Art supplies,Kelowna,5
Art supplies,Kitchener,3
Art supplies,Las Vegas,2
Art supplies,Launceston,4
Art supplies,Leeds,10
Art supplies,Leicester,6
Art supplies,Leipzig,3
Art supplies,Liverpool,6
Art supplies,London,13
Art supplies,Long Beach,2
Art supplies,Los Angeles,1
